,description,link
837,"Iran Air Tours Flight 956, a Tupolev Tu-154, crashes into the Sefid Kouh mountains during heavy rain, snow and dense fog while descending for Khorramabad Airport. All twelve crew members and 107 passengers are killed.",/wiki/Iran_Air_Tours_Flight_956
838,"Air China Flight 129, a Boeing 767-200ER, crashes into a hill during a landing attempt at Busan, South Korea, in misty conditions; of the 155 passengers and 11 crew, 38 survive.",/wiki/Air_China_Flight_129
839,"EAS Airlines Flight 4226, a BAC 1",/wiki/EAS_Airlines_Flight_4226
840,"EgyptAir Flight 843, a Boeing 737-566, crashes near Tunis, Tunisia, while landing in rough weather; of the 62 people on board, 14 perish.",/wiki/EgyptAir_Flight_843
841,"China Northern Airlines Flight 6136, a McDonnell Douglas MD-82, crashes near Dalian, China, after a passenger sets fire to the cabin with gasoline; all 103 passengers and 9 crew are killed.",/wiki/China_Northern_Airlines_Flight_6136
842,"China Airlines Flight 611, a Boeing 747-200B, disintegrates above the Taiwan Strait in mid-flight due to maintenance error; killing all 225 people on board.",/wiki/China_Airlines_Flight_611
843,"In the Überlingen mid-air collision, Bashkirian Airlines Flight 2937, a Tupolev Tu-154 with 60 passengers and 9 crew members on board, collides with DHL Flight 611, a Boeing 757 freighter with 2 pilots on board near Lake Constance, Germany; all people on both planes perish.",/wiki/%C3%9Cberlingen_mid-air_collision
844,"In the 2002 Prestige Airlines Boeing 707 crash, a Boeing 707 crashes at Bangui Airport while attempting an emergency landing, killing 28 of 30 on board.",/wiki/2002_Prestige_Airlines_Boeing_707_crash
845,"Swiss International Airlines Flight 850, a Saab 2000, strikes an earth bank after landing at Werneuchen Airfield after multiple diversions due to a storm system; all 20 on board survive; the aircraft is written off.",/wiki/Swiss_International_Airlines_Flight_850
846,"Rico Linhas Aéreas Flight 4823, an Embraer EMB 120 Brasília, crashes on approach to Rio Branco International Airport, Brazil, in a rainstorm; the aircraft breaks up into three pieces and catches fire; 23 of 31 on board perish.",/wiki/Rico_Linhas_A%C3%A9reas_Flight_4823
847,"Northwest Airlines Flight 85, a Boeing 747, experienced a rudder hardover. The crew made an emergency landing at Ted Stevens Anchorage International Airport. All 404 on board were unharmed.",/wiki/Northwest_Airlines_Flight_85
848,"Luxair Flight 9642, a Fokker F50, crashes short of the runway on approach to Luxembourg Findel Airport in foggy weather conditions; of the nineteen passengers and three crew on board, only two survive.",/wiki/Luxair_Flight_9642
849,"Laoag International Airlines Flight 585, a Fokker F-27 Friendship, crashes into Manila Bay shortly after takeoff from Ninoy Aquino International Airport; of the 34 people on board, 19 are killed.",/wiki/Laoag_International_Airlines_Flight_585
850,"Air Midwest Flight 5481, a Beechcraft 1900, crashes on takeoff from Charlotte, North Carolina, United States; all 19 passengers and 2 pilots are killed.",/wiki/Air_Midwest_Flight_5481
851,"Turkish Airlines Flight 634, an Avro RJ100, crashes during its final approach to land at Diyarbakır Airport, Turkey, in extensive fog. All of the 5 crew and 70 of the 75 passengers are killed, 5 passengers survive with heavy injuries.",/wiki/Turkish_Airlines_Flight_634
852,"TANS Perú Flight 222, a Fokker F28, crashes while on approach to Chachapoyas Airport; all 46 on board die.",/wiki/TANS_Per%C3%BA_Flight_222
853,"Air Algérie Flight 6289, a Boeing 737-200, veers off the runway on takeoff in Tamanrasset, Algeria; 96 of the 97 passengers and all 6 crew members perish.",/wiki/Air_Alg%C3%A9rie_Flight_6289
854,"UM Airlines Flight 4230, a Yakovlev Yak-42 crashes into the side of a mountain near the town of Maçka. All 75 people were killed.",/wiki/UM_Airlines_Flight_4230
855,"A man attempts to hijack Qantas Flight 1737, a Boeing 717, in Melbourne, Australia, intending to crash the plane in Tasmania. He is overpowered by the flight crew and passengers, but injures three people.",/wiki/Qantas_Flight_1737
856,"Sudan Airways Flight 139, a Boeing 737-200, crashes shortly after taking off from Port Sudan, Sudan. All 117 people on board the plane perish; a two-year-old boy initially survives the crash, but dies the following day.",/wiki/Sudan_Airways_Flight_139
857,"A DHL Airbus A300 is struck by a missile near Baghdad, Iraq and loses hydraulic system function, but manages to land safely with only engine controls without any fatalities. This is the first non-fatal landing of an airliner without control surfaces.",/wiki/2003_Baghdad_DHL_attempted_shootdown_incident
858,"FedEx Express Flight 647, a McDonnell Douglas MD-10-10, veers off the runway upon landing after a landing gear collapse and catches fire at Memphis International Airport; two crew members and five passengers escape with only minor injuries.",/wiki/FedEx_Express_Flight_647
859,"UTAGE Flight 141, a Boeing 727, runs off the end of the runway upon takeoff at Cotonou, Benin, and crashes onto the beach on the Bight of Benin, killing 151 of the 163 occupants.",/wiki/UTAGE_Flight_141
860,"Flash Airlines Flight 604, a Boeing 737-300, crashes into the Red Sea, killing all 135 passengers and 13 crew members in the worst ever accident involving the 737-300.",/wiki/Flash_Airlines_Flight_604
861,"Kish Air Flight 7170, a Fokker 50, crashes at Sharjah International Airport, killing 43 people. Three survive with serious injuries.",/wiki/Kish_Air_Flight_7170
862,"Rico Linhas Aéreas Flight 4815, an Embraer 120ER, crashes while on approach to Eduardo Gomes International Airport, killing all 33 passengers and crew on board; the cause is never determined.",/wiki/Rico_Linhas_A%C3%A9reas_Flight_4815
863,"Air Tahoma Flight 185, a Convair 580, crashes near Covington, Kentucky, while descending to land, killing the First Officer.",/wiki/Air_Tahoma_Flight_185
864,"Siberia Airlines Flight 1047, a Tupolev Tu-154, explodes in mid-air while flying over Rostov Oblast, Russia, killing all 38 passengers and 8 crew members on board.",/wiki/2004_Russian_aircraft_bombings
865,"Volga-AviaExpress Flight 1303, a Tupolev Tu-134, explodes in mid-air while flying over Tula Oblast, Russia, killing all 34 passengers and 9 crew members on board.",/wiki/2004_Russian_aircraft_bombings
866,"MK Airlines Flight 1602, a Boeing 747-200F, crashes on takeoff from Halifax Stanfield International Airport, killing all 7 on board.",/wiki/MK_Airlines_Flight_1602
867,"Corporate Airlines Flight 5966, a British Aerospace Jetstream, crashes near Kirksville, Missouri, United States; 13 of the 15 people on board die.",/wiki/Corporate_Airlines_Flight_5966
868,"China Eastern Airlines Flight 5210, a Bombardier CRJ200, stalls and crashes near Baotou, China, shortly after takeoff because of frost contamination; all 53 on board and two people on the ground are killed.",/wiki/China_Eastern_Airlines_Flight_5210
869,"Lion Air Flight 538, a McDonnell Douglas MD-82, crash-lands in Solo City, Indonesia, killing 25 of the 154 people on board.",/wiki/Lion_Air_Flight_538
870,"Kam Air Flight 904, a Boeing 737-200, crashes in a snowstorm in Afghanistan. All 96 passengers and 8 crew members die.",/wiki/Kam_Air_Flight_904
871,"British Airways Flight 268, a Boeing 747-400, taking off from Los Angeles to London suffers fire in engine 2. The plane flies on three engines to Manchester, where it performs an emergency landing. None of the 369 people on board are harmed.",/wiki/British_Airways_Flight_268
872,"Air Transat Flight 961, an Airbus A310, suffers rudder failure after takeoff from Varadero, Cuba; the aircraft returns to Cuba with no casualties.",/wiki/Air_Transat_Flight_961
873,"Regional Airlines Flight 9288, an Antonov An-24RV, stalls and crashes into a small hill near Varandey Airport, Russia, due to a possible instrument failure, killing 28 of 52 on board.",/wiki/Regional_Airlines_Flight_9288
874,"US Airways Flight 1170 and Aer Lingus Flight 132 almost collide on a runway at Logan International Airport in Boston, Massachusetts. None of the 381 people on either plane is harmed.",/wiki/2005_Logan_Airport_runway_incursion
875,"An Equatorial Express Antonov An-24 crashes into a mountain side near Baney, Equatorial Guinea; all 60 on board die.",/wiki/2005_Equatorial_Express_Airlines_An-24_crash
876,"Air France Flight 358, an Airbus A340-300, skids off a runway at Toronto Pearson International Airport, Ontario, while landing and catches fire; all 309 on board escape without fatalities or serious injuries, but the aircraft is completely destroyed by the fire.",/wiki/Air_France_Flight_358
877,"Tuninter Flight 1153, an ATR 72, ditches into the Mediterranean Sea near Palermo, Sicily, with 35 passengers and 4 crew members on board; 14 passengers and 2 crew members die.",/wiki/Tuninter_Flight_1153
878,"Copterline Flight 103, a Sikorsky S-76 helicopter crashes off Tallinn, Estonia, killing all 14 on board.",/wiki/Copterline_Flight_103
879,"Helios Airways Flight 522, a Boeing 737-300, crashes near Kalamos, Greece, with 115 passengers and 6 crew members on board; there are no survivors.",/wiki/Helios_Airways_Flight_522
880,"West Caribbean Airways Flight 708, a McDonnell Douglas MD-82, crashes in western Venezuela. All on board, 152 passengers and 8 crew members, die.",/wiki/West_Caribbean_Airways_Flight_708
881,"TANS Perú Flight 204, a Boeing 737-200, crashes on approach to Captain Rolden International Airport, Pucallpa, Peru. Thirty-five of the 91 passengers on board, as well as five of the seven crew members, perish.",/wiki/TANS_Per%C3%BA_Flight_204
882,"Mandala Airlines Flight 091, a Boeing 737-200, crashes in Medan, Indonesia, killing 103 of the 111 passengers and all 5 crew members on board the aircraft and an additional 47 people on the ground.",/wiki/Mandala_Airlines_Flight_091
883,"A Kavatshi Airlines Antonov An-26B crashes at Isiro Airport in Matari, Democratic Republic of the Congo, killing all 11 people on board.",/wiki/2005_Kavatshi_Airlines_Antonov_An-26B_crash
884,"An Air Kasai Antonov An-26B crashes in the Republic of the Congo north of Brazzaville, killing all 13 people on board.",/wiki/2005_Air_Kasai_Antonov_An-26B_crash
885,"JetBlue Airways Flight 292, an Airbus A320, makes an emergency landing at Los Angeles International Airport because of landing gear steering failure. There are no injuries to the 139 passengers and 6 crew members.",/wiki/JetBlue_Airways_Flight_292
886,"Bellview Airlines Flight 210, a Boeing 737-200, crashes shortly after takeoff from Murtala Muhammed International Airport in Lagos, Nigeria, killing all 117 people on board.",/wiki/Bellview_Airlines_Flight_210
887,"Southwest Airlines Flight 1248, a Boeing 737-700, slides off the runway during landing at Chicago Midway International Airport in Chicago in heavy snow. None of the people on board are injured, but the plane hits two automobiles on the ground, killing a six-year-old boy.",/wiki/Southwest_Airlines_Flight_1248
888,"Sosoliso Airlines Flight 1145, a McDonnell Douglas DC-9 with 110 people on board, crashes during landing in Port Harcourt, Nigeria. Of the 110 people on board, only 2 survive.",/wiki/Sosoliso_Airlines_Flight_1145
889,"Chalk's Ocean Airways Flight 101, a Grumman Mallard, crashes off the coast of Miami Beach, Florida, killing all 20 on board.",/wiki/Chalk%27s_Ocean_Airways_Flight_101
890,"Azerbaijan Airlines Flight 217, an Antonov An-140, crashes shortly after takeoff from Baku Airport due to instrument failure, killing all 23 on board.",/wiki/Azerbaijan_Airlines_Flight_217
891,"Armavia Flight 967, an Airbus A320, crashes into the Black Sea near the Russian city of Sochi, killing all 113 on board.",/wiki/Armavia_Flight_967
892,"S7 Airlines Flight 778, an Airbus A310, crashes into a concrete barricade at Irkutsk International Airport, Russia, upon landing and catches fire. Of the 203 people on board, 128 are killed.",/wiki/S7_Airlines_Flight_778
893,"PIA Flight 688, a Fokker F27, crashes into a wheat field near Multan, Pakistan, ten minutes after taking off, killing all 41 passengers and 4 crew members on board.",/wiki/PIA_Flight_688
894,"Air Algérie Flight 2208, a Lockheed L‑100 Hercules in Northern Italy crashes as a result of an autopilot malfunction. All 3 on board are killed.",/wiki/Air_Alg%C3%A9rie_Flight_2208
895,"Pulkovo Aviation Enterprise Flight 612, a Tupolev Tu-154, crashes near Donetsk, Ukraine, killing all 170 people on board.",/wiki/Pulkovo_Aviation_Enterprise_Flight_612
896,"Comair Flight 5191, a Bombardier Canadair CRJ-100, crashes on takeoff at Blue Grass Airport, Kentucky, due to runway confusion; of the fifty people on board, only one survives.",/wiki/Comair_Flight_5191
897,"Iran Air Tours Flight 945, a Tupolev Tu-154, crashes while attempting to land in Mashad, Iran, killing 28 of 154 on board.",/wiki/Iran_Air_Tours_Flight_945
898,"Gol Transportes Aéreos Flight 1907, a Boeing 737-800, collides with an Embraer Legacy business jet and crashes in Mato Grosso, Brazil; the Embraer Legacy, with seven on board, lands safely with no reported injuries while all 154 people on board the Boeing 737 perish; this crash marks the first loss of a Boeing 737-800.",/wiki/Gol_Transportes_A%C3%A9reos_Flight_1907
899,"Turkish Airlines Flight 1476, a Boeing 737, was hijacked in Greek airspace. Plane landed at Brindisi Airport, Italy. Hijacker was arrested. All 113 people on board survived.",/wiki/Turkish_Airlines_Flight_1476
900,"Atlantic Airways Flight 670, a BAe 146, slides off the runway at Stord Airport, Norway, killing 4 of the 16 people on board.",/wiki/Atlantic_Airways_Flight_670
901,"ADC Airlines Flight 53, a Boeing 737-200, crashes near Abuja, Nigeria, killing 96 of the 105 people on board.",/wiki/ADC_Airlines_Flight_53
902,"Adam Air Flight 574, a Boeing 737-400 with 102 people on board, crashes into the ocean off the island of Sulawesi in Indonesia, killing all on board in the worst ever crash involving the 737-400.",/wiki/Adam_Air_Flight_574
903,"An AerianTur-M Antonov An-26 crashes near Balad, Iraq, killing 34 of the 35 people on board. The official cause of the crash is poor weather conditions, but other sources claim that the plane was shot down by a missile.",/wiki/2007_Balad_aircraft_crash
904,"Air West Flight 612, a Boeing 737, is hijacked shortly after takeoff. The plane landed safely at N'Djamena International Airport, where the hijacker surrenders. All 103 people on board survive.",/wiki/Air_West_Flight_612
905,"Adam Air Flight 172, a Boeing 737-300, suffers structural damage while landing near Surabaya, Indonesia; none of the 149 people on board is seriously injured.",/wiki/Adam_Air_Flight_172
906,"Garuda Indonesia Flight 200, a Boeing 737-400, overshoots the runway and crashes while landing at Yogyakarta, Indonesia, killing 22 of the 140 people on board.",/wiki/Garuda_Indonesia_Flight_200
907,"UTair Flight 471, a Tupolev Tu-134, suffers severe structural damage while landing in Samara, Russia, killing six of the 63 people on board.",/wiki/UTair_Flight_471
908,"The 2007 Mogadishu TransAVIAexport Airlines Il-76 crash of an Ilyushin Il-76 near Mogadishu, Somalia, after being hit by a surface-to-air missile, kills all 11 on board; one passenger initially survives, but dies hours later.",/wiki/2007_Mogadishu_TransAVIAexport_Airlines_Il-76_crash
909,"Kenya Airways Flight 507, a Boeing 737-800 with 114 people on board, crashes near Douala, Cameroon, killing all on board.",/wiki/Kenya_Airways_Flight_507
910,"In the 2007 Paramount Airlines Mil Mi-8 crash, a Mil Mi-8 helicopter crashes in Lungi, Sierra Leone, killing all 22 people on board.",/wiki/2007_Paramount_Airlines_Mil_Mi-8_crash
911,"The 2007 Free Airlines L-410 crash shortly after takeoff from Kamina Town, Democratic Republic of Congo because of severe overloading, kills 1 and injures 4 of the 21 people on board.",/wiki/2007_Free_Airlines_L-410_crash
912,"PMTair Flight 241, an Antonov An-24, crashes in southwestern Cambodia, killing all 22 on board.",/wiki/PMTair_Flight_241
913,"In the 2007 TAAG Angola Airlines crash, a Boeing 737-200, D2-TBP, with 78 people on board, loses control while landing in M'banza-Kongo, Angola, killing at least six people on board and injuring an unknown number of others.",/wiki/2007_TAAG_Angola_Airlines_crash
914,"TAM Airlines Flight 3054, an Airbus A320, crashes at Congonhas-São Paulo Airport, Brazil, killing all 187 people on board and 12 on the ground.",/wiki/TAM_Airlines_Flight_3054
915,"Air Moorea Flight 1121, a de Havilland Canada DHC-6, crashes into the lagoon of the island of Moorea in French Polynesia just 11 seconds after take off, killing all 20 on board.",/wiki/Air_Moorea_Flight_1121
916,"China Airlines Flight 120, a Boeing 737-800, bursts into flames after landing at Naha, Japan; none of the 165 passengers on board are seriously injured.",/wiki/China_Airlines_Flight_120
917,"A Great Lakes Business Company Antonov An-32B crashes short of the runway after experiencing engine failure and attempting to return to Kongolo Airport in Kongolo, Democratic Republic of the Congo, killing 14 of the 15 people on board.",/wiki/2007_Kongolo_Antonov_An-32B_crash
918,"Scandinavian Airlines Flight 1209, a de Havilland Canada Dash 8, experiences a landing gear failure in Aalborg, Denmark; none of the 73 people on board is seriously injured, but three days later, after a similar incident, the airline grounds the aircraft type.",/wiki/Dash_8_landing_gear_incidents
919,"Scandinavian Airlines Flight 2748, a de Havilland Canada Dash 8, experiences a landing gear failure in Vilnius, Lithuania; none of the 52 people on board is injured, but because of a similar incident three days earlier, all their Dash 8s are grounded.",/wiki/Dash_8_landing_gear_incidents
920,"Scandinavian Airlines Flight 2867, a de Havilland Canada Dash 8, experiences a landing gear failure in Copenhagen, Denmark; none of the 44 people on board is injured, but because of similar incidents in September, the airline ""permanently"" removes its Dash 8s from service; cause is eventually ascribed to maintenance error.",/wiki/Dash_8_landing_gear_incidents
921,"One-Two-GO Airlines Flight 269, a McDonnell Douglas MD-82 carrying 130 people, crashes and bursts into flames after attempting to land in Phuket, Thailand, during poor weather conditions, killing 90 people.",/wiki/One-Two-GO_Airlines_Flight_269
922,"The 2007 Africa One Antonov An-26 crash into a residential area in Kinshasa, Democratic Republic of the Congo, shortly after taking off, kills at least 50 people, most of whom are on the ground.",/wiki/2007_Africa_One_Antonov_An-26_crash
923,"Atlasjet Flight 4203, a McDonnell Douglas MD-83, crashes into a mountain near Isparta, Turkey, killing all 57 on board.",/wiki/Atlasjet_Flight_4203
924,"TAROM Flight 3107, a Boeing 737-300, is written-off after hitting a maintenance car on the runway and veering off the runway during takeoff run at Henri Coandă International Airport, Otopeni, Romania; none of the 123 on board is injured.",/wiki/TAROM_Flight_3107
925,The 2008 Los Roques archipelago Transaven Let L-410 crash kills all 14 on board.,/wiki/2008_Los_Roques_archipelago_Transaven_Let_L-410_crash
926,"British Airways Flight 38, a Boeing 777-200ER, lands short of the runway at London Heathrow Airport due to a fuel system problem; all 152 on board survive. This is the first loss of a Boeing 777-200ER, and the first loss of any 777 due to operational incident.",/wiki/British_Airways_Flight_38
927,"Eagle Airways Flight 2279, a BAe Jetstream 32, is hijacked ten minutes after taking off from Blenheim, New Zealand by a passenger who attacked both pilots. The hijacker is eventually restrained by the co-pilot and the flight lands safely at Christchurch. All nine on board survive the incident.",/wiki/Eagle_Airways_Flight_2279
928,"Belavia Flight 1834, a Bombardier CRJ100, hits its left wing on the runway while taking off from Yerevan, Armenia. All 21 on board escape the aircraft before it erupts into flames.",/wiki/Belavia_Flight_1834
929,"Santa Bárbara Airlines Flight 518, an ATR 42-300, crashes shortly after taking off from Mérida, Venezuela, killing all 46 on board.",/wiki/Santa_B%C3%A1rbara_Airlines_Flight_518
930,"In the 2008 Suriname plane crash, an Antonov An-28 operated by Blue Wing Airlines crashes near Benzdorp in Suriname. All nineteen on board are killed.",/wiki/2008_Suriname_plane_crash
931,"In the 2008 Chişinău Antonov An-32 crash, a Sudanese airline Antonov An-32 crashes when returning shortly after taking off from Chişinău International Airport, Moldova, for Turkey. All eight on board are killed.",/wiki/2008_Chi%C5%9Fin%C4%83u_Antonov_An-32_crash
932,"Hewa Bora Airways Flight 122, a McDonnell Douglas DC-9, crashes into a market near Goma, Democratic Republic of the Congo, killing 40 people, including three passengers.",/wiki/Hewa_Bora_Airways_Flight_122
933,"TACA Flight 390, an Airbus A320, overruns the runway at Toncontín International Airport in Tegucigalpa, Honduras, killing five (including two on ground).",/wiki/TACA_Flight_390
934,"Sudan Airways Flight 109, an Airbus A310, crashes at Khartoum International Airport and breaks apart, catching fire. 30 deaths are confirmed, 6 passengers are listed as missing.",/wiki/Sudan_Airways_Flight_109
935,"Qantas Flight 30, a Boeing 747-400 en route from Hong Kong to Melbourne, performs an emergency descent and lands in Manila after a hull penetration results in rapid decompression; all aboard survive.",/wiki/Qantas_Flight_30
936,"Spanair Flight 5022, a McDonnell Douglas MD-82 crashes on takeoff at Barajas Airport in Madrid, Spain. Of the 172 people on board, 154 are killed.",/wiki/Spanair_Flight_5022
937,"Iran Aseman Airlines Flight 6895, a Boeing 737, crashes just after takeoff from Manas Airport in Bishkek, Kyrgyzstan. 68 of the 90 passengers and crew on board are killed.",/wiki/Iran_Aseman_Airlines_Flight_6895
938,"Aeroflot Flight 821, a Boeing 737, crashes on approach to Perm Airport from Moscow due to pilot error, killing all 88 people on board in the worst ever accident involving the Boeing 737-500.",/wiki/Aeroflot_Flight_821
939,"Qantas Flight 72, an Airbus A330-300, makes an emergency landing in Exmouth, Australia, following a rapid descent that leaves over 70 people injured, 14 of them seriously.",/wiki/Qantas_Flight_72
940,"Yeti Airlines Flight 103, a de Havilland Canada DHC-6 Twin Otter, crashes 60 nmi (110 km) from Mt Everest, Nepal, killing 18 of 19 people on board.",/wiki/Yeti_Airlines_Flight_103
941,"Ryanair Flight 4102, a Boeing 737 suffers up to 90 bird strikes on its final approach to Rome Ciampino Airport, damaging landing gear and both engines. Landed safely, 10 of the 172 on board are treated for minor injuries.",/wiki/Ryanair_Flight_4102
942,"Continental Airlines Flight 1404, a Boeing 737-500 with 115 people on board, veers off the runway upon takeoff from Denver International Airport, comes to rest in a ravine near the runway and catches fire; 38 people are injured.",/wiki/Continental_Airlines_Flight_1404
943,"US Airways Flight 1549, an Airbus A320, ditches in the Hudson River just after taking off from LaGuardia Airport in New York City after total engine failure due to multiple bird strikes; all people aboard survive the accident.",/wiki/US_Airways_Flight_1549
944,"In the 2009 Manaus Aerotáxi crash, a Manaus Aerotáxi Embraer EMB-110 crashes near Santo António, Brazil, killing 24 of the 28 aboard.",/wiki/2009_Manaus_Aerot%C3%A1xi_crash
945,"Colgan Air Flight 3407, a Bombardier Dash 8 Q400, flying from Newark Liberty International in New Jersey to Buffalo Niagara International Airport in New York crashes into a house in Clarence, New York, killing all 49 aboard the plane and one on the ground.",/wiki/Colgan_Air_Flight_3407
946,"Turkish Airlines Flight 1951, a Boeing 737-800, flying from Atatürk International Airport in Istanbul to Amsterdam Airport Schiphol crashes in a field during final approach; of the 135 people on board, 9 are killed and 86 injured.",/wiki/Turkish_Airlines_Flight_1951
947,"Cougar Helicopters Flight 91, a Sikorsky S-92, ditches in the Atlantic 34 miles (55 km) east-southeast of Newfoundland due to a main gearbox failure, killing 17 of 18 on board.",/wiki/Cougar_Helicopters_Flight_91
948,"Emirates Flight 407, an Airbus A340-500 flying from Melbourne Tullamarine Airport to Dubai International Airport has a tailstrike during take off and returns to Melbourne Airport with no fatalities.",/wiki/Emirates_Flight_407
949,"FedEx Express Flight 80, a McDonnell Douglas MD-11 flying from Guangzhou, China, crashes at Tokyo Narita International Airport, Japan; both the captain and the co-pilot of the plane are killed.",/wiki/FedEx_Express_Flight_80
950,"2009 Bond Helicopters Eurocopter AS332 crash: Bond Offshore Helicopters Flight 85N, a Eurocopter AS332, crashes 35 miles (56 km) off the Aberdeenshire coast while returning from the Miller oilfield, killing all 16 on board; the cause is a catastrophic failure of the main rotor gearbox.",/wiki/2009_Bond_Helicopters_Eurocopter_AS332_crash
951,"CanJet Flight 918 is seized on the ground by an armed man who slipped through security checks at Sangster International Airport, Montego Bay, Jamaica; all passengers are released early on; six crew members are kept as hostages for several hours before being freed unharmed.",/wiki/CanJet_Flight_918
952,"Air France Flight 447, an Airbus A330 en route from Rio de Janeiro to Paris, crashes in the Atlantic Ocean, killing all 228 occupants, including 12 crew; bodies and aircraft debris are not recovered until several days later; the aircraft itself is not found until 2011. The crash is the first fatal accident of the A330 and the worst-ever disaster involving the A330.",/wiki/Air_France_Flight_447
953,"Yemenia Flight 626, an Airbus A310 flying from Sana'a, Yemen to Moroni, Comoros, crashes into the Indian Ocean with 153 people aboard; one 12-year-old is found clinging to the wreckage.",/wiki/Yemenia_Flight_626
954,"Southwest Airlines Flight 2294, a Boeing 737 from Nashville to Baltimore makes an emergency landing in Charleston, West Virginia, after a 14x17 inch hole opens in the skin of the fuselage at 34,000 feet (10,000 m), causing a loss of cabin pressure; the plane lands safely with no injuries.",/wiki/Southwest_Airlines_Flight_2294
955,"Caspian Airlines Flight 7908, a Tupolev Tu-154, crashes 16 minutes after takeoff near Qazvin, Iran, killing all 153 passengers and 15 crew.",/wiki/Caspian_Airlines_Flight_7908
956,"Aria Air Flight 1525, an Ilyushin Il-62, skids off the runway at Mashhad International Airport, killing 17 of 153 on board.",/wiki/Aria_Air_Flight_1525
957,"Merpati Nusantara Airlines Flight 9760, a de Havilland Canada DHC-6 Twin Otter, crashes into a mountain in good weather over Indonesia, killing all 13 passengers and 3 crew.",/wiki/Merpati_Nusantara_Airlines_Flight_9760
958,"Bangkok Airways Flight 266, an ATR 72-200 carrying 68 passengers crashes in severe weather on landing at Samui airport in the resort island of Ko Samui in Thailand, resulting in at least 1 confirmed death and 37 injuries.",/wiki/Bangkok_Airways_Flight_266
959,"Airlines PNG Flight 4684, a de Havilland Canada DHC-6 Twin Otter carrying 11 passengers and 2 crew crashes into a mountain at Isurava, Papua New Guinea while attempting a go around at Kokoda Airport, Papua New Guinea; all passengers and crew perished in the accident.",/wiki/Airlines_PNG_Flight_4684
960,"Aeroméxico Flight 576, a Boeing 737 with 104 passengers on board, is hijacked while flying from Cancún to Mexico City; after landing at Mexico City International Airport, Mexican officials storm the plane and take 5 men into custody; there are no casualties.",/wiki/Aerom%C3%A9xico_Flight_576
961,"Azza Transport Flight 2241, a Boeing 707, crashes on take off from Sharjah International Airport, United Arab Emirates; all 6 crew members are killed.",/wiki/Azza_Transport_Flight_2241
962,"Divi Divi Air Flight 014, a Britten-Norman Islander, with 10 on board, ditches in the Caribbean Sea off Bonaire due to engine failure, killing the pilot.",/wiki/Divi_Divi_Air_Flight_014
963,"RwandAir Flight 205, a Bombardier CRJ-100, crashes into a terminal shortly after an emergency landing at Kigali International Airport, Rwanda; of the 10 passengers and 5 crew, 1 passenger dies.",/wiki/RwandAir_Flight_205
964,"American Airlines Flight 331, a Boeing 737-800 from Miami International Airport overruns the runway at Norman Manley International Airport, Kingston, Jamaica; there are 40 injuries and no fatalities.",/wiki/American_Airlines_Flight_331
965,"Northwest Airlines Flight 253, an Airbus A330-300 is attacked by a man using a small explosive device, causing only a small fire inside the plane, which is extinguished by a flight attendant; the man is subdued by passengers and crew; there are 3 injuries.",/wiki/Northwest_Airlines_Flight_253
966,"Taban Air Flight 6437, a Tupolev Tu-154M, crashes while making an emergency landing at Mashhad International Airport, Iran, due to a medical emergency; all 157 passengers and 13 crew survive the accident with 47 receiving minor injuries.",/wiki/Taban_Air_Flight_6437
967,"Ethiopian Airlines Flight 409, a Boeing 737-800, crashes into the Mediterranean Sea shortly after takeoff from Beirut Rafic Hariri International Airport; the flight was heading to the Ethiopian capital, Addis Ababa; all 90 people on board perish.",/wiki/Ethiopian_Airlines_Flight_409
968,"Aviastar-TU Flight 1906, a Tupolev Tu-204, crashes on landing at Domodedovo International Airport in foggy weather; all eight crew on board survive, but the aircraft is written off; this is the first loss of the Tu-204.",/wiki/Aviastar-TU_Flight_1906
969,"AeroUnion Flight 302, an Airbus A300B4F, crashes on a missed approach from Mexico City, Distrito Federal, Mexico, for Monterrey, Nuevo León, Mexico. All five crew members are killed, as well as one person on the ground.",/wiki/AeroUnion_Flight_302
970,"Merpati Nusantara Airlines Flight 836, a Boeing 737, overruns the runway at Rendani Airport in Indonesia; all 103 people on board survive, with 23 injured, three of them seriously.",/wiki/Merpati_Nusantara_Airlines_Flight_836
971,"Cathay Pacific Flight 780 from Surabaya Juanda International Airport to Hong Kong lands safely after both engines thrust controls get stuck due to contaminated fuel. 57 passengers are injured in evacuation. The two pilots receive the Polaris Award from the International Federation of Air Line Pilots' Associations, for their heroism and airmanship.[1]",/wiki/Cathay_Pacific_Flight_780
972,"Afriqiyah Airways Flight 771, an Airbus A330, crashes on landing at Tripoli International Airport, killing 103 on board; the sole survivor is a child from the Netherlands.",/wiki/Afriqiyah_Airways_Flight_771
973,"Pamir Airways Flight 112, an Antonov An-24 with 38 passengers and 5 crew, disappears from radar 10 minutes after takeoff from Kunduz Airport in Afghanistan.",/wiki/Pamir_Airways_Flight_112
974,"Air India Express Flight 812, a Boeing 737-800, crashes at Mangalore International Airport after overshooting the runway, killing a total of 158 people in the worst-ever crash involving the 737-800.",/wiki/Air_India_Express_Flight_812
975,"The 2010 Cameroon Aéro Service CASA C-212 Aviocar crash near Djoum, Cameroon, kills all 11 on board, including the entire board of Sundance Resources, an Australian mining conglomerate.",/wiki/2010_Cameroon_A%C3%A9ro_Service_CASA_C-212_Aviocar_crash
